Date,Open,High,Low,Close,Volume
2021-12-01,33.15443298665578,33.22429662094567,27.092237895357353,29.353832244873047,11058505000
2021-11-01,25.59915033393191,34.57966156224227,25.177969624129442,32.612491607666016,10811170000
2021-10-01,20.70967019138614,25.65903148752957,19.516993104223893,25.51730728149414,4971078000
2021-09-01,22.44129406611953,22.941319669613566,20.42721511910222,20.675731658935547,4998986000
2021-08-01,19.65824132105425,22.994153442628438,18.72222803471669,22.337549209594727,6416386000
2021-07-01,20.082340817240027,20.830751034031582,17.827629801646662,19.45766830444336,7823077000
2021-06-01,16.231793288071263,20.11515237582597,15.86590381900229,19.955528259277344,10273292000
2021-05-01,15.08948017247331,16.239273772555787,13.42739227209161,16.206350326538086,7054380000
2021-04-01,13.54038120042335,16.176177686060488,13.479523613223776,14.974255561828613,6718796000
2021-03-01,13.837640564834954,13.887506126461062,11.535356077938477,13.312309265136719,7648656000
2021-02-01,13.018104458104414,15.331109987870727,12.86800938235821,13.677574157714844,6680324000
2021-01-01,13.068966609646084,13.96155726832483,12.552112490732187,12.954774856567383,6154172000
2020-12-01,13.451947632628713,13.690233082457162,12.72512514311611,13.016003608703613,5120996000
2020-11-01,12.619940340713237,14.647614936071735,12.35797552465999,13.361468315124512,7594820000
2020-10-01,13.716902817946302,14.30563876935475,12.263257936657267,12.496559143066406,8022356000
2020-09-01,13.43571278891965,14.678367585775758,11.66579757122928,13.486047744750977,15856552000
2020-08-01,10.697239551898562,13.530400544551487,10.680046164163535,13.330559730529785,9672544000
2020-07-01,9.489471193018893,10.756793524637933,9.382075248693054,10.579876899719238,8094452000
2020-06-01,8.80021553778806,9.606438990402212,8.62562088293427,9.462230682373047,9719464000
2020-05-01,7.0821622396188495,9.147409385926228,6.994740477562332,8.842304229736328,12548876000
2020-04-01,6.367347837563338,7.576558484574538,5.9374616232346815,7.279673099517822,11278304000
2020-03-01,6.896609315661185,7.095612178198548,4.500106182167333,6.565352916717529,15773952000
2020-02-01,5.866953106032788,7.87371501373997,5.8607302977389875,6.722477912902832,11848652000
2020-01-01,5.942872356824009,6.459373495021354,5.756683300622566,5.8851237297058105,6125412000
